[INFO ] 16 Jun 2022 15:11:45,045 qa.base.BaseTest:92 - click - Located by By.chained({By.AccessibilityId: test-Menu}): Press Menu Button from - MenuPage
[INFO ] 16 Jun 2022 15:11:45,045 qa.base.BaseTest:86 - waitForElementVisibility - Located by By.chained({By.AccessibilityId: test-Menu})
[INFO ] 16 Jun 2022 15:11:45,146 qa.base.BaseTest:35 - PageFactory elements initialized calling BaseTest constructor
[INFO ] 16 Jun 2022 15:11:45,146 qa.base.BaseTest:92 - click - Located by By.chained({By.AccessibilityId: test-LOGOUT}): Press Logout Button from - SettingsPage
[INFO ] 16 Jun 2022 15:11:45,147 qa.base.BaseTest:86 - waitForElementVisibility - Located by By.chained({By.AccessibilityId: test-LOGOUT})
[INFO ] 16 Jun 2022 15:11:46,879 qa.base.BaseTest:35 - PageFactory elements initialized calling BaseTest constructor
[INFO ] 16 Jun 2022 15:11:46,885 qa.base.BaseTest:98 - sendKeys - Located by By.chained({By.AccessibilityId: test-Username}): Enter UserName
[INFO ] 16 Jun 2022 15:11:46,886 qa.base.BaseTest:86 - waitForElementVisibility - Located by By.chained({By.AccessibilityId: test-Username})
[INFO ] 16 Jun 2022 15:11:49,113 qa.base.BaseTest:98 - sendKeys - Located by By.chained({By.AccessibilityId: test-Password}): Enter Password
[INFO ] 16 Jun 2022 15:11:49,114 qa.base.BaseTest:86 - waitForElementVisibility - Located by By.chained({By.AccessibilityId: test-Password})
[INFO ] 16 Jun 2022 15:11:49,680 qa.base.BaseTest:92 - click - Located by By.chained({By.AccessibilityId: test-LOGIN}): Press Login Button
[INFO ] 16 Jun 2022 15:11:49,681 qa.base.BaseTest:86 - waitForElementVisibility - Located by By.chained({By.AccessibilityId: test-LOGIN})
[INFO ] 16 Jun 2022 15:11:50,280 qa.base.BaseTest:35 - PageFactory elements initialized calling BaseTest constructor
[INFO ] 16 Jun 2022 15:11:50,280 qa.base.BaseTest:92 - click - Located by By.chained({By.xpath: (//android.widget.TextView[@content-desc="test-Item title"])[1]}): Press SLB Title from ProductsPage
[INFO ] 16 Jun 2022 15:11:50,281 qa.base.BaseTest:86 - waitForElementVisibility - Located by By.chained({By.xpath: (//android.widget.TextView[@content-desc="test-Item title"])[1]})
[INFO ] 16 Jun 2022 15:11:51,597 qa.base.BaseTest:35 - PageFactory elements initialized calling BaseTest constructor
[INFO ] 16 Jun 2022 15:11:51,597 qa.base.BaseTest:104 - getAttribute - Located by By.chained({By.xpath: //android.view.ViewGroup[@content-desc="test-Description"]/android.widget.TextView[1]})text: getSLBTitleProdDetails from ProductDetailsPage
[INFO ] 16 Jun 2022 15:11:51,598 qa.base.BaseTest:86 - waitForElementVisibility - Located by By.chained({By.xpath: //android.view.ViewGroup[@content-desc="test-Description"]/android.widget.TextView[1]})
[INFO ] 16 Jun 2022 15:11:52,876 qa.base.BaseTest:104 - getAttribute - Located by By.chained({By.xpath: //android.view.ViewGroup[@content-desc="test-Description"]/android.widget.TextView[2]})text: getProdDetailsSlbDetails from ProductDetailsPage
[INFO ] 16 Jun 2022 15:11:52,877 qa.base.BaseTest:86 - waitForElementVisibility - Located by By.chained({By.xpath: //android.view.ViewGroup[@content-desc="test-Description"]/android.widget.TextView[2]})
[INFO ] 16 Jun 2022 15:11:52,999 qa.base.BaseTest:110 - scrollToElement - Methode scrollToElement called from ProductDetailsTest_validateProdTitleDetailsPrice
[INFO ] 16 Jun 2022 15:11:57,787 qa.base.BaseTest:104 - getAttribute - Located by By.chained({By.AccessibilityId: test-Price})text: getProdDetailsSlbPrice from ProductDetailsPage
[INFO ] 16 Jun 2022 15:11:57,790 qa.base.BaseTest:86 - waitForElementVisibility - Located by By.chained({By.AccessibilityId: test-Price})
[INFO ] 16 Jun 2022 15:11:57,917 qa.base.BaseTest:92 - click - Located by By.chained({By.AccessibilityId: test-Menu}): Press Menu Button from - MenuPage
[INFO ] 16 Jun 2022 15:11:57,917 qa.base.BaseTest:86 - waitForElementVisibility - Located by By.chained({By.AccessibilityId: test-Menu})
[INFO ] 16 Jun 2022 15:11:58,015 qa.base.BaseTest:35 - PageFactory elements initialized calling BaseTest constructor
[INFO ] 16 Jun 2022 15:11:58,016 qa.base.BaseTest:92 - click - Located by By.chained({By.AccessibilityId: test-LOGOUT}): Press Logout Button from - SettingsPage
[INFO ] 16 Jun 2022 15:11:58,016 qa.base.BaseTest:86 - waitForElementVisibility - Located by By.chained({By.AccessibilityId: test-LOGOUT})
[INFO ] 16 Jun 2022 15:11:59,712 qa.base.BaseTest:35 - PageFactory elements initialized calling BaseTest constructor
[INFO ] 16 Jun 2022 15:11:59,715 qa.base.BaseTest:98 - sendKeys - Located by By.chained({By.AccessibilityId: test-Username}): Enter UserName
[INFO ] 16 Jun 2022 15:11:59,716 qa.base.BaseTest:86 - waitForElementVisibility - Located by By.chained({By.AccessibilityId: test-Username})
[INFO ] 16 Jun 2022 15:12:01,478 qa.base.BaseTest:98 - sendKeys - Located by By.chained({By.AccessibilityId: test-Password}): Enter Password
[INFO ] 16 Jun 2022 15:12:01,478 qa.base.BaseTest:86 - waitForElementVisibility - Located by By.chained({By.AccessibilityId: test-Password})
[INFO ] 16 Jun 2022 15:12:02,063 qa.base.BaseTest:92 - click - Located by By.chained({By.AccessibilityId: test-LOGIN}): Press Login Button
[INFO ] 16 Jun 2022 15:12:02,063 qa.base.BaseTest:86 - waitForElementVisibility - Located by By.chained({By.AccessibilityId: test-LOGIN})
[INFO ] 16 Jun 2022 15:12:02,677 qa.base.BaseTest:35 - PageFactory elements initialized calling BaseTest constructor
[INFO ] 16 Jun 2022 15:12:02,678 qa.base.BaseTest:92 - click - Located by By.chained({By.xpath: (//android.widget.TextView[@content-desc="test-Item title"])[1]}): Press SLB Title from ProductsPage
